index,url,valid,domain,title,description,image,published,archive,content,quote,language,term,topic,feed,country,ipcc,continent
https://www.foxnews.com/tech/robotic-drones-revealing-secrets-about-natures-deadliest-hurricanes,https://www.foxnews.com/tech/robotic-drones-revealing-secrets-about-natures-deadliest-hurricanes,0,www.foxnews.com,Robotic drones are revealing secrets about nature's deadliest hurricanes,"Wind-propelled, solar-powered drones are designed to sail into hurricanes to collect data about oceanic and atmospheric conditions for hurricane forecasting.",https://static.foxnews.com/foxnews.com/content/uploads/2024/07/2-Robotic-drones-are-revealing-secrets-about-natures-deadliest-hurricanes.jpg,2024-08-01T10:00:45Z,,"Have you ever wondered why some hurricanes transform from relatively mild storms into monsters in just a day? This process, called rapid intensification, is one of the biggest challenges in hurricane… [+5187 chars]",,en,hurricane,Tropical Cyclone,random,,,
https://www.newsweek.com/tropical-storm-florida-1933255,https://www.newsweek.com/tropical-storm-florida-1933255,0,www.newsweek.com,Hurricane Center Upgrades Risk of Tropical Storm Forming—Florida Alerted,State officials have been warned about the potential tropical storm this weekend.,https://d.newsweek.com/en/full/2441088/tropical-storm-prediction.jpg,2024-08-01T17:01:52Z,,"Florida could be in the path of a new tropical storm that may develop as soon as this weekend over the eastern Gulf of Mexico or the far southwestern Atlantic.
The National Hurricane Center (NHC) sa… [+3352 chars]",,en,hurricane,Tropical Cyclone,random,,,
https://www.bostonglobe.com/2024/08/02/metro/heat-humidity-continue-with-an-increasing-chance-storms-this-afternoon/,https://www.bostonglobe.com/2024/08/02/metro/heat-humidity-continue-with-an-increasing-chance-storms-this-afternoon/,0,www.bostonglobe.com,Heat and humidity continue with an increasing chance for storms this afternoon,Today’s highs are set to break 90 degrees once again across the Boston area.,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/1ghltMdnSdfi550c039ozBV0qx8=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/3A6XOHMPPEQS43H2U4ZFARIKII.jpg,2024-08-02T10:02:16Z,,"In short, it will be hot. With afternoon highs expected to land in the low 90s and humidity levels quite ripe, heat-index values will likely make it feel more like the mid 90s, prompting heat advisor… [+3091 chars]",,en,heat,Heat Wave,random,,,
https://www.cnn.com/2024/08/03/weather/florida-tropical-depression-storm-debby-hurricane-saturday/index.html,https://www.cnn.com/2024/08/03/weather/florida-tropical-depression-storm-debby-hurricane-saturday/index.html,0,www.cnn.com,"Tropical Storm Debby forms in the Gulf of Mexico, expected to reach hurricane strength before landfall in Florida | CNN","Tropical Storm Debby has sustained winds of 40 mph and is located about 270 miles south of Tampa, Florida, according to the hurricane center’s 8 p.m. ET update on the storm.","https://media.cnn.com/api/v1/images/stellar/prod/image-20240804004004862.jpg?c=16x9&q=w_800,c_fill",2024-08-03T06:50:56Z,,"Tropical Storm Debby has sustained winds of 40 mph and is located about 270 miles south of Tampa, Florida, according to the hurricane centers 8 p.m. ET update on the storm.
The latest forecast calls… [+9006 chars]",,en,hurricane,Tropical Cyclone,random,,,
https://www.forbes.com/sites/jamiecartereurope/2024/08/03/northern-lights-alert-solar-activity-at-23-year-high-scientists-say/,https://www.forbes.com/sites/jamiecartereurope/2024/08/03/northern-lights-alert-solar-activity-at-23-year-high-scientists-say/,0,www.forbes.com,"Northern Lights Alert: Sun’s Activity At 23-Year High With Aurora This Weekend, Scientists Say",Naked-eye auroras are likely in northern-tier U.S. states this weekend  as a geomagnetic storm gets underway. It comes as the sun's activity is highest since 2001.,https://imageio.forbes.com/specials-images/imageserve/66adf4eaf0dc7462a0c8fcf4/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-08-03T09:14:36Z,,"The Northern Lights at Walnut Beach Park in Ashtabula, Ohio on May 10, 2024.
getty
More displays of Northern Lights are likely in the coming weeks and monthsincluding this weekendafter the revelati… [+3833 chars]",,en,storm,Storm,random,,,
https://www.forbes.com/sites/marshallshepherd/2024/08/03/potential-hurricane-debby-poses-multiple-risks-for-the-us/,https://www.forbes.com/sites/marshallshepherd/2024/08/03/potential-hurricane-debby-poses-multiple-risks-for-the-us/,0,www.forbes.com,Potential Hurricane Debby Poses Multiple Risks For The U.S.,"Potential Tropical Storm or Hurricane Debby will impact the U.S. in multiple, dangerous ways and for a sustained period of time. Here's why",https://imageio.forbes.com/specials-images/imageserve/66ae1fcb33adbe4d46fb3bc2/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-08-03T12:20:08Z,,"Potential storm Debby
CIRA and NOAA
Some meteorologists are a bit over the top when it comes to weather. Weather hyperbole is definitely a thing in this social media era. For that reason, I try to … [+2926 chars]",,en,hurricane,Tropical Cyclone,random,,,
https://insidethemagic.net/2024/08/disney-world-fema-warning-emd1/,https://insidethemagic.net/2024/08/disney-world-fema-warning-emd1/,0,insidethemagic.net,"Federal Emergency Management Agency Issues Warning for Florida, Disney Guests Directed To Cancel Vacations","The Federal Emergency Management Agency (FEMA) has issued a new warning that is adequate immediately for all Walt Disney World Resort guests. ‘Explosive Hurricane Season’ Continues To See Boost From Atlantic Ocean, Disney World Vacations on Alert Walt Disney …",https://insidethemagic.net/wp-content/uploads/2024/08/Untitled-design-2024-08-03T151516.846.jpg,2024-08-03T19:16:54Z,,"The Federal Emergency Management Agency (FEMA) has issued a new warning that is adequate immediately for all Walt Disney World Resort guests.
Credit: Inside the Magic
Walt Disney World Resort has b… [+5211 chars]",,en,hurricane,Tropical Cyclone,random,,,
https://www.pbs.org/newshour/nation/forecasters-predict-depression-will-become-tropical-storm-debby-as-it-nears-florida-coast,https://www.pbs.org/newshour/nation/forecasters-predict-depression-will-become-tropical-storm-debby-as-it-nears-florida-coast,0,www.pbs.org,Forecasters predict depression will become Tropical Storm Debby as it nears Florida coast,"A tropical depression moving into the Gulf of Mexico is growing better organized, forecasters said Saturday, and is likely to bring drenching rain and coastal flooding to much of Florida's Gulf Coast.",https://d3i6fh83elv35t.cloudfront.net/static/2024/08/2024-08-03T163933Z_1_LOP415803082024RP1_RTRMADP_BASEIMAGE-960X540_FLORIDA-STORM.jpg,2024-08-03T19:43:07Z,,"MIAMI (AP) A tropical depression moving into the Gulf of Mexico is growing better organized, forecasters said Saturday, and is likely to bring drenching rain and coastal flooding to much of Florida’s… [+6294 chars]",,en,Flooding Mexico,Flood,relief,Mexico,NCA,North-America
https://www.nbcnews.com/news/weather/depression-becomes-tropical-storm-debby-aims-floridas-gulf-coast-rcna165032,https://www.nbcnews.com/news/weather/depression-becomes-tropical-storm-debby-aims-floridas-gulf-coast-rcna165032,0,www.nbcnews.com,Depression becomes Tropical Storm Debby as it aims at Florida's Gulf Coast,"A front that moved past Cuba overnight has strengthened Saturday into Tropical Storm Debby as it aimed its impacts at the west coast of Florida, impacts that could be hurricane-like, federal forecasters said.","https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-08/240803-tropical-storm-debby-wm-238p-558bdd.jpg",2024-08-03T21:44:49Z,,"A front that moved past Cuba overnight has strengthened Saturday into Tropical Storm Debby as it aimed its impacts at the west coast of Florida, impacts that could be hurricane-like, federal forecast… [+1494 chars]",,en,hurricane,Tropical Cyclone,random,,,
https://www.npr.org/2024/08/03/nx-s1-5062520/weather-debby-florida-southeast,https://www.npr.org/2024/08/03/nx-s1-5062520/weather-debby-florida-southeast,0,www.npr.org,Tropical Storm Debby is approaching Florida,Tropical storm warnings and a hurricane watch were issued for the west coast of Florida and the panhandle as Debby crossed the Gulf of Mexico. Heavy rains are expected across the Southeast.,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4200x2363+0+219/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ffd%2F1a%2Fa98b0e7e413bbc7d5ded50223246%2Fap24215568491575.jpg,2024-08-03T23:25:23Z,,"The National Hurricane Center issued a fresh bulletin Saturday that warned a tropical storm, Debby, was approaching parts of the Florida Keys across the Gulf of Mexico.
The weather had been moving i… [+1469 chars]",,en,hurricane,Tropical Cyclone,random,,,
